gene_id	protein_id	gene_symbol	product
gene-ACSAL1_RS01895	WP_003156352.1		GNAT family N-acetyltransferase
gene-ACSAL1_RS01900	WP_014416894.1		amino acid ABC transporter substrate-binding protein
gene-ACSAL1_RS01905	WP_007410261.1		amino acid ABC transporter permease
gene-ACSAL1_RS01910	WP_003156349.1		amino acid ABC transporter ATP-binding protein
gene-ACSAL1_RS01915	WP_209387878.1		M20 peptidase aminoacylase family protein
gene-ACSAL1_RS01920	WP_209387879.1		MmgE/PrpD family protein
gene-ACSAL1_RS01925	WP_022552585.1		ABC transporter ATP-binding protein
gene-ACSAL1_RS01930	WP_209387880.1		ABC transporter permease
gene-ACSAL1_RS01935	WP_014416901.1	yclJ	two-component system response regulator YclJ
gene-ACSAL1_RS01940	WP_088056326.1	yclK	two-component system sensor histidine kinase YclK
gene-ACSAL1_RS01945	WP_014304340.1		Rap family tetratricopeptide repeat protein
gene-ACSAL1_RS01950	WP_003156334.1	phrC	phosphatase RapC inhibitor PhrC
gene-ACSAL1_RS01955	WP_369878517.1		YjcZ family sporulation protein
gene-ACSAL1_RS01960	WP_110085395.1		aspartate kinase
gene-ACSAL1_RS01965	WP_015239156.1		ABC transporter permease
gene-ACSAL1_RS01970	WP_014416905.1		iron chelate uptake ABC transporter family permease subunit
gene-ACSAL1_RS01975	WP_063636991.1		iron ABC transporter ATP-binding protein
gene-ACSAL1_RS01980	WP_012116805.1		siderophore ABC transporter substrate-binding protein
gene-ACSAL1_RS01985	WP_209387881.1		multinuclear nonheme iron-dependent oxidase
gene-ACSAL1_RS01990	WP_209387882.1		hypothetical protein
gene-ACSAL1_RS01995	WP_209387883.1		M3 family oligoendopeptidase
gene-ACSAL1_RS02000	WP_209387884.1		MFS transporter
gene-ACSAL1_RS02005	WP_209387885.1		class I SAM-dependent methyltransferase
gene-ACSAL1_RS02010	WP_209387886.1	asnB	asparagine synthase (glutamine-hydrolyzing)
gene-ACSAL1_RS02015	WP_209387887.1		PrpF domain-containing protein
gene-ACSAL1_RS02020	WP_101562706.1		acyl-CoA dehydrogenase family protein
gene-ACSAL1_RS02025	WP_209387888.1		dihydroorotase
gene-ACSAL1_RS02030	WP_017419270.1		MDR family MFS transporter
gene-ACSAL1_RS02035	WP_015239157.1		TetR/AcrR family transcriptional regulator
gene-ACSAL1_RS02040	WP_095273133.1		NADPH-dependent oxidoreductase
gene-ACSAL1_RS02045	WP_014416909.1		putative quinol monooxygenase
gene-ACSAL1_RS02050	WP_012116810.1		ArsR/SmtB family transcription factor
gene-ACSAL1_RS02055	WP_209387889.1	gabR	MocR-like transcriptional regulator GabR
gene-ACSAL1_RS02060	WP_209387890.1	gabT	4-aminobutyrate--2-oxoglutarate transaminase
gene-ACSAL1_RS02065	WP_014416912.1	gabD	succinate-semialdehyde dehydrogenase
gene-ACSAL1_RS02070	WP_003156317.1		RhaT/GlcU family sugar-proton symporter
gene-ACSAL1_RS02075	WP_015416819.1	gdh	glucose 1-dehydrogenase
gene-ACSAL1_RS02080	WP_022552595.1		YcnI family copper-binding membrane protein
gene-ACSAL1_RS02085	WP_209387891.1		copper resistance CopC/CopD family protein
gene-ACSAL1_RS02090	WP_007609432.1		DeoR family transcriptional regulator
gene-ACSAL1_RS02095	WP_003156306.1		hypothetical protein
gene-ACSAL1_RS02100	WP_014720723.1		PTS mannitol transporter subunit IIBC
gene-ACSAL1_RS02105	WP_012116817.1		PTS mannitol transporter subunit IIA
gene-ACSAL1_RS02110	WP_014416916.1		mannitol-1-phosphate 5-dehydrogenase
gene-ACSAL1_RS02115	WP_003156298.1		3-hydroxyacyl-ACP dehydratase FabZ family protein
gene-ACSAL1_RS02120	WP_003156294.1		hypothetical protein
gene-ACSAL1_RS02125	WP_003156292.1		Cof-type HAD-IIB family hydrolase
gene-ACSAL1_RS02130	WP_209387892.1		5-oxoprolinase subunit PxpA
gene-ACSAL1_RS02135	WP_014416919.1		NRAMP family divalent metal transporter
gene-ACSAL1_RS02140	WP_209387893.1		putative hydro-lyase
gene-ACSAL1_RS02145	WP_110124520.1	pxpB	5-oxoprolinase subunit PxpB
gene-ACSAL1_RS02150	WP_209388314.1		5-oxoprolinase subunit C family protein
gene-ACSAL1_RS02155	WP_209387894.1		IclR family transcriptional regulator
gene-ACSAL1_RS02160	WP_209387895.1	lipC	spore germination lipase LipC
gene-ACSAL1_RS02165	WP_369719110.1		YczI family protein
gene-ACSAL1_RS02170	WP_209387896.1		antibiotic biosynthesis monooxygenase family protein
gene-ACSAL1_RS02175	WP_209387897.1		penicillin-binding transpeptidase domain-containing protein
gene-ACSAL1_RS02180	WP_209387898.1		aldo/keto reductase
gene-ACSAL1_RS02185	WP_209387899.1		BglG family transcription antiterminator
gene-ACSAL1_RS02190	WP_014416929.1		class I adenylate-forming enzyme family protein
gene-ACSAL1_RS02195	WP_021495102.1		SDR family oxidoreductase
gene-ACSAL1_RS02200	WP_209387900.1		D-lyxose/D-mannose family sugar isomerase
gene-ACSAL1_RS02205	WP_022552606.1		GNAT family N-acetyltransferase
gene-ACSAL1_RS02210	WP_003156270.1		pyridoxamine 5'-phosphate oxidase family protein
gene-ACSAL1_RS02215	WP_014416933.1	amj	lipid II flippase Amj
gene-ACSAL1_RS02220	WP_014416934.1		DUF3817 domain-containing protein
gene-ACSAL1_RS02225	WP_003156263.1	lrpC	transcriptional regulator LrpC
gene-ACSAL1_RS02230	WP_094296448.1		DNA topoisomerase III
gene-ACSAL1_RS02235	WP_209387901.1		lipoprotein YdaJ
gene-ACSAL1_RS02240	WP_209387902.1		diguanylate cyclase domain-containing protein
gene-ACSAL1_RS02245	WP_209387903.1		DUF2334 domain-containing protein
gene-ACSAL1_RS02250	WP_017419244.1		glycosyltransferase family 2 protein
gene-ACSAL1_RS02255	WP_209387904.1		cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB
gene-ACSAL1_RS02260	WP_025649980.1		APC family permease
gene-ACSAL1_RS02265	WP_209387905.1		NUDIX hydrolase
gene-ACSAL1_RS02270	WP_014416943.1		pyruvate oxidase
gene-ACSAL1_RS02275	WP_209387906.1		GNAT family N-acetyltransferase
gene-ACSAL1_RS02280			hypothetical protein
gene-ACSAL1_RS02285			peptidoglycan-binding protein
gene-ACSAL1_RS02290	WP_025649978.1		hypothetical protein
gene-ACSAL1_RS02295	WP_025649977.1		hypothetical protein
gene-ACSAL1_RS02300			response regulator aspartate phosphatase
gene-ACSAL1_RS02305	WP_254926347.1		hypothetical protein
gene-ACSAL1_RS02310	WP_245207597.1		hypothetical protein
gene-ACSAL1_RS02315	WP_021495090.1		hypothetical protein
gene-ACSAL1_RS02320	WP_014416946.1		hypothetical protein
gene-ACSAL1_RS02325	WP_088056325.1		Nramp family divalent metal transporter
gene-ACSAL1_RS02330	WP_007410203.1		hypothetical protein
gene-ACSAL1_RS02335			DUF2188 domain-containing protein
gene-ACSAL1_RS02340	WP_209387907.1		DUF5360 family protein
gene-ACSAL1_RS02345	WP_017419236.1		DMT family transporter
gene-ACSAL1_RS02350	WP_022552624.1		EcsC family protein
gene-ACSAL1_RS02355	WP_012116853.1	gsiB	glucose starvation-inducible protein GsiB
gene-ACSAL1_RS02360	WP_017419234.1		cupin domain-containing protein
gene-ACSAL1_RS02365	WP_209387908.1		DUF4937 domain-containing protein
gene-ACSAL1_RS02370	WP_209387909.1		VOC family protein
gene-ACSAL1_RS02375	WP_014416954.1		manganese catalase
gene-ACSAL1_RS02380	WP_021495085.1		TRAP transporter substrate-binding protein
gene-ACSAL1_RS02385	WP_209387910.1	dctS	two-component system sensor histidine kinase DctS
gene-ACSAL1_RS02390	WP_003156219.1	dctR	two-component system response regulator DctR
gene-ACSAL1_RS02395	WP_012116859.1	dctP	C4-dicarboxylate transporter DctP
gene-ACSAL1_RS02400	WP_014416957.1		AI-2E family transporter
gene-ACSAL1_RS02405	WP_012116860.1		ABC transporter ATP-binding protein
gene-ACSAL1_RS02410	WP_007410217.1		ABC transporter permease
gene-ACSAL1_RS02415	WP_007410218.1		hypothetical protein
gene-ACSAL1_RS02420	WP_209387911.1		acyl-CoA dehydrogenase family protein
gene-ACSAL1_RS02425	WP_003156206.1	fbpB	Fur-regulated basic protein FbpB
gene-ACSAL1_RS02430	WP_003156203.1		Fur-regulated basic protein FbpA
gene-ACSAL1_RS02435	WP_007410221.1		cation diffusion facilitator family transporter
gene-ACSAL1_RS02440	WP_003156200.1		thioredoxin family protein
gene-ACSAL1_RS02445	WP_003156199.1		D-alanine--D-alanine ligase
gene-ACSAL1_RS02450	WP_209387912.1		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
gene-ACSAL1_RS02455	WP_209387913.1	cshA	degradosome RNA helicase CshA
gene-ACSAL1_RS02460	WP_007410226.1		PH domain-containing protein
gene-ACSAL1_RS02465	WP_038457027.1		PH domain-containing protein
gene-ACSAL1_RS02470	WP_003156193.1		rhomboid family intramembrane serine protease
gene-ACSAL1_RS02475	WP_095061578.1	acpS	holo-ACP synthase
gene-ACSAL1_RS02480	WP_007410230.1		LolA family protein
gene-ACSAL1_RS02485	WP_053285486.1	alr	alanine racemase
gene-ACSAL1_RS02490	WP_003156188.1	endB	type II toxin-antitoxin system antitoxin EndoAI
gene-ACSAL1_RS02495	WP_003156187.1	ndoA	type II toxin-antitoxin system endoribonuclease NdoA
gene-ACSAL1_RS02500	WP_003156182.1		STAS domain-containing protein
gene-ACSAL1_RS02505	WP_007609584.1	rsbS	RsbT antagonist protein RsbS
gene-ACSAL1_RS02510	WP_003156178.1		anti-sigma regulatory factor
gene-ACSAL1_RS02515	WP_007609589.1		PP2C family protein-serine/threonine phosphatase
gene-ACSAL1_RS02520	WP_003156176.1	rsbV	anti-sigma factor antagonist RsbV
gene-ACSAL1_RS02525	WP_007609591.1	rsbW	anti-sigma B factor RsbW
gene-ACSAL1_RS02530	WP_003156171.1	sigB	RNA polymerase sigma factor SigB
gene-ACSAL1_RS02535	WP_007410234.1	rsbX	phosphoserine phosphatase RsbX
gene-ACSAL1_RS02540	WP_209387914.1		Tex family protein
gene-ACSAL1_RS02545	WP_003156164.1	cmpA	cortex morphogenetic protein CmpA
gene-ACSAL1_RS02550	WP_115940463.1		SprT family protein
gene-ACSAL1_RS02590	WP_209387915.1		NAD(P)H-dependent oxidoreductase
gene-ACSAL1_RS02595			tetratricopeptide repeat protein
gene-ACSAL1_RS02600	WP_245207598.1		hypothetical protein
gene-ACSAL1_RS02605			BCCT family transporter
gene-ACSAL1_RS02610	WP_100261615.1		MFS transporter
gene-ACSAL1_RS02615			esterase
gene-ACSAL1_RS02620			cystatin-like fold lipoprotein
gene-ACSAL1_RS02625	WP_014416973.1		MaoC family dehydratase
gene-ACSAL1_RS02630	WP_209387916.1		MmcQ/YjbR family DNA-binding protein
gene-ACSAL1_RS02635	WP_021495071.1		Rrf2 family transcriptional regulator
gene-ACSAL1_RS02640	WP_179155898.1		NAD(P)-dependent oxidoreductase
gene-ACSAL1_RS02645	WP_209387917.1		MFS transporter
gene-ACSAL1_RS02650	WP_095273163.1		TetR/AcrR family transcriptional regulator
gene-ACSAL1_RS02655	WP_209387918.1	desA	Delta(5) desaturase DesA
gene-ACSAL1_RS02660	WP_072177240.1		molecular chaperone TorD family protein
gene-ACSAL1_RS02665	WP_003156143.1	cspC	cold shock protein CspC
gene-ACSAL1_RS02670	WP_061861882.1		CarD family transcriptional regulator
gene-ACSAL1_RS02675			aspartate/glutamate racemase family protein
gene-ACSAL1_RS02680	WP_209387919.1		DUF2812 domain-containing protein
gene-ACSAL1_RS02685	WP_015239232.1		PadR family transcriptional regulator
gene-ACSAL1_RS02690	WP_032866849.1	cotR	sporulation hydrolase CotR
gene-ACSAL1_RS02695	WP_017419205.1		DinB family protein
gene-ACSAL1_RS02700	WP_014416991.1		diaminopropionate ammonia-lyase
gene-ACSAL1_RS02705	WP_209388315.1		GntR family transcriptional regulator
gene-ACSAL1_RS02710	WP_014416993.1		RidA family protein
gene-ACSAL1_RS02715	WP_198863959.1		SLC5/6 family protein
gene-ACSAL1_RS02720	WP_209387920.1		M20 aminoacylase family protein
gene-ACSAL1_RS02725	WP_209387921.1		AraC family transcriptional regulator
gene-ACSAL1_RS02730	WP_022552648.1		Zn-dependent hydrolase
gene-ACSAL1_RS02735	WP_209387922.1		aminotransferase-like domain-containing protein
gene-ACSAL1_RS02740	WP_209388316.1		MFS transporter
gene-ACSAL1_RS02745	WP_209387923.1		NUDIX hydrolase
gene-ACSAL1_RS02750	WP_017419203.1		hypothetical protein
gene-ACSAL1_RS02755	WP_017419202.1		hypothetical protein
gene-ACSAL1_RS02760	WP_209387924.1		FAD-binding oxidoreductase
gene-ACSAL1_RS02765			VOC family protein
gene-ACSAL1_RS02770	WP_209387925.1		cation diffusion facilitator family transporter
gene-ACSAL1_RS02775	WP_209387926.1		flavin-containing monooxygenase
gene-ACSAL1_RS02780	WP_245207599.1		hypothetical protein
gene-ACSAL1_RS02785	WP_129091647.1		cupin domain-containing protein
gene-ACSAL1_RS02790			DinB family protein
gene-ACSAL1_RS02795	WP_003156098.1		dihydrodipicolinate synthase family protein
gene-ACSAL1_RS02800	WP_017419194.1		hypothetical protein
gene-ACSAL1_RS02805	WP_017419193.1		Cfr family 23S rRNA (adenine(2503)-C(8))-methyltransferase
gene-ACSAL1_RS02810	WP_209387927.1		hypothetical protein
gene-ACSAL1_RS02815	WP_209387928.1		arsenic resistance protein
gene-ACSAL1_RS02820	WP_061861894.1		NAD(P)-dependent alcohol dehydrogenase
gene-ACSAL1_RS02825	WP_022552661.1		MerR family transcriptional regulator
gene-ACSAL1_RS02830	WP_209387929.1		Na+/H+ antiporter NhaC family protein
gene-ACSAL1_RS02835	WP_061861896.1	pdxR	MocR-like pyridoxine biosynthesis transcription factor PdxR
gene-ACSAL1_RS02840	WP_061861897.1		FMN-binding negative transcriptional regulator
gene-ACSAL1_RS02845	WP_021495039.1		hypothetical protein
gene-ACSAL1_RS02850	WP_022552665.1		MFS transporter
gene-ACSAL1_RS02855	WP_021495037.1		TetR/AcrR family transcriptional regulator
gene-ACSAL1_RS02860	WP_095273184.1		DMT family transporter
gene-ACSAL1_RS02865	WP_014417025.1	pdxR	MocR-like pyridoxine biosynthesis transcription factor PdxR
gene-ACSAL1_RS02870	WP_209387930.1		spore coat protein
gene-ACSAL1_RS02875	WP_014417027.1		hypothetical protein
gene-ACSAL1_RS02880	WP_061861900.1		zinc-dependent alcohol dehydrogenase
gene-ACSAL1_RS02885	WP_014417029.1		spore coat protein
gene-ACSAL1_RS02890	WP_007409324.1		hypothetical protein
gene-ACSAL1_RS02895	WP_017419184.1		hypothetical protein
gene-ACSAL1_RS02900	WP_280878960.1		sensor histidine kinase
gene-ACSAL1_RS02905	WP_014417035.1	ydfI	two-component system response regulator YdfI
gene-ACSAL1_RS02910	WP_209387931.1		MMPL family transporter
gene-ACSAL1_RS02915	WP_209387932.1		gamma-glutamyl-gamma-aminobutyrate hydrolase family protein
gene-ACSAL1_RS02920	WP_022552673.1	abc-f	ribosomal protection-like ABC-F family protein
gene-ACSAL1_RS02925	WP_209387933.1		GNAT family N-acetyltransferase
gene-ACSAL1_RS02930	WP_014417040.1		YitT family protein
gene-ACSAL1_RS02935	WP_014417041.1		glycerol dehydrogenase
gene-ACSAL1_RS02940	WP_017419177.1		Bcr/CflA family efflux MFS transporter
gene-ACSAL1_RS02945	WP_021495025.1	fabF	beta-ketoacyl-ACP synthase II
gene-ACSAL1_RS02950	WP_209387934.1		helix-turn-helix transcriptional regulator
gene-ACSAL1_RS02955	WP_209387935.1		sulfite exporter TauE/SafE family protein
gene-ACSAL1_RS02960	WP_017419174.1		GNAT family N-acetyltransferase
gene-ACSAL1_RS02965	WP_209387936.1		MerR family transcriptional regulator
gene-ACSAL1_RS02970	WP_209387937.1		DMT family transporter
gene-ACSAL1_RS02975	WP_014417049.1		NUDIX hydrolase
gene-ACSAL1_RS02980	WP_209387938.1		class I SAM-dependent methyltransferase
gene-ACSAL1_RS02985	WP_209387939.1		tartrate dehydrogenase
gene-ACSAL1_RS02990	WP_209387940.1		GntR family transcriptional regulator
gene-ACSAL1_RS02995	WP_209387941.1		macrolide family glycosyltransferase
gene-ACSAL1_RS03000	WP_014417054.1		hypothetical protein
gene-ACSAL1_RS03005	WP_007409303.1		hypothetical protein
gene-ACSAL1_RS03010	WP_209387942.1		serine hydrolase
gene-ACSAL1_RS03015	WP_209387943.1		hypothetical protein
gene-ACSAL1_RS03020	WP_014417056.1		YdhK family protein
gene-ACSAL1_RS03025	WP_022552681.1		MFS transporter
gene-ACSAL1_RS03030	WP_007409298.1		GntR family transcriptional regulator
gene-ACSAL1_RS03035	WP_014417058.1		FadR/GntR family transcriptional regulator
gene-ACSAL1_RS03040	WP_012116961.1		CynX/NimT family MFS transporter
gene-ACSAL1_RS03045	WP_003156024.1		DMT family transporter
gene-ACSAL1_RS03050	WP_021495015.1		DMT family transporter
gene-ACSAL1_RS03055	WP_007409294.1		TetR/AcrR family transcriptional regulator
gene-ACSAL1_RS03060	WP_017419163.1		APC family permease
gene-ACSAL1_RS03065	WP_014417059.1		manganese catalase family protein
gene-ACSAL1_RS03070	WP_017419162.1		SRPBCC family protein
gene-ACSAL1_RS03075	WP_021495014.1		NADPH:quinone oxidoreductase family protein
gene-ACSAL1_RS03080	WP_209387944.1		sugar porter family MFS transporter
gene-ACSAL1_RS03120	WP_072177304.1	thiL	thiamine-phosphate kinase
gene-ACSAL1_RS03125	WP_014417064.1	tsaE	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
gene-ACSAL1_RS03130	WP_007408854.1	tsaB	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
gene-ACSAL1_RS03135	WP_209387945.1	rimI	ribosomal protein S18-alanine N-acetyltransferase
gene-ACSAL1_RS03140	WP_206584050.1	tsaD	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
gene-ACSAL1_RS03145	WP_020953910.1		ABC-F family ATP-binding cassette domain-containing protein
gene-ACSAL1_RS03150	WP_003155986.1	moaC	cyclic pyranopterin monophosphate synthase MoaC
gene-ACSAL1_RS03155	WP_003155984.1		redox-sensing transcriptional repressor Rex
gene-ACSAL1_RS03160	WP_003155981.1		twin-arginine translocase TatA/TatE family subunit
gene-ACSAL1_RS03165	WP_007609791.1	tatC	twin-arginine translocase subunit TatC
gene-ACSAL1_RS03170	WP_003155975.1		YdiK family protein
gene-ACSAL1_RS03175	WP_209387946.1		CPBP family intramembrane glutamic endopeptidase
gene-ACSAL1_RS03180	WP_003155970.1	groES	co-chaperone GroES
gene-ACSAL1_RS03185	WP_003155941.1	groL	chaperonin GroEL
gene-ACSAL1_RS03190	WP_014417068.1		DUF4064 domain-containing protein
gene-ACSAL1_RS03195	WP_209387947.1		tetratricopeptide repeat protein
gene-ACSAL1_RS03200	WP_209387948.1	gutB	sorbitol dehydrogenase
gene-ACSAL1_RS03205	WP_025284356.1		MFS transporter
gene-ACSAL1_RS03210	WP_209387949.1		carbohydrate kinase family protein
gene-ACSAL1_RS03215	WP_014417074.1		YjdJ family protein
gene-ACSAL1_RS03220	WP_021495204.1		PspA/IM30 family protein
gene-ACSAL1_RS03225	WP_209387950.1		TFIIB-type zinc ribbon-containing protein
gene-ACSAL1_RS03230	WP_014417077.1		TPM domain-containing protein
gene-ACSAL1_RS03235	WP_029973761.1		SPFH domain-containing protein
gene-ACSAL1_RS03240	WP_209387951.1		acyltransferase family protein
gene-ACSAL1_RS03245	WP_014417080.1	rsiV	anti-sigma-V factor RsiV
gene-ACSAL1_RS03250	WP_003155802.1	sigV	RNA polymerase sigma factor SigV
gene-ACSAL1_RS03255	WP_007408876.1		2%2C3-butanediol dehydrogenase
gene-ACSAL1_RS03260	WP_007408877.1		RlpA-like double-psi beta-barrel domain-containing protein
gene-ACSAL1_RS03265	WP_209387952.1		TolB family protein
gene-ACSAL1_RS03270	WP_003155794.1		hypothetical protein
gene-ACSAL1_RS03275	WP_007408879.1		cold-shock protein
gene-ACSAL1_RS03280	WP_209387953.1	cotA	outer spore coat copper-dependent laccase CotA
gene-ACSAL1_RS03285	WP_014417083.1	gabP	GABA permease
gene-ACSAL1_RS03290	WP_014417084.1		cation diffusion facilitator family transporter
gene-ACSAL1_RS03295	WP_029973756.1		AAA family ATPase
gene-ACSAL1_RS03300	WP_209387954.1		DUF58 domain-containing protein
gene-ACSAL1_RS03305	WP_209387955.1		DUF4129 domain-containing transglutaminase family protein
gene-ACSAL1_RS03310	WP_014417088.1	guaA	glutamine-hydrolyzing GMP synthase
gene-ACSAL1_RS03315	WP_245207600.1		recombinase family protein
gene-ACSAL1_RS03320	WP_209387956.1		Eco57I restriction-modification methylase domain-containing protein
gene-ACSAL1_RS03325	WP_209387957.1		helix-turn-helix domain-containing protein
gene-ACSAL1_RS03330	WP_209387958.1		restriction endonuclease
gene-ACSAL1_RS03335			GMP synthase (glutamine-hydrolyzing)
gene-ACSAL1_RS03340	WP_245207604.1		ATP-grasp domain-containing protein
gene-ACSAL1_RS03345			MDR family MFS transporter
gene-ACSAL1_RS03350	WP_007408889.1		sigma-70 family RNA polymerase sigma factor
gene-ACSAL1_RS03355	WP_209387959.1		DUF4179 domain-containing protein
gene-ACSAL1_RS03360	WP_007408891.1		NCS2 family permease
gene-ACSAL1_RS03365	WP_209387960.1		hypothetical protein
gene-ACSAL1_RS03370	WP_003155777.1		Fur-regulated basic protein FbpA
gene-ACSAL1_RS03375	WP_014469850.1		DUF2179 domain-containing protein
gene-ACSAL1_RS03380	WP_007609843.1		NETI motif-containing protein
gene-ACSAL1_RS03385	WP_007609846.1	purE	5-(carboxyamino)imidazole ribonucleotide mutase
gene-ACSAL1_RS03390	WP_209387961.1	purK	5-(carboxyamino)imidazole ribonucleotide synthase
gene-ACSAL1_RS03395	WP_014417100.1	purB	adenylosuccinate lyase
gene-ACSAL1_RS03400	WP_007609852.1	purC	phosphoribosylaminoimidazolesuccinocarboxamide synthase
gene-ACSAL1_RS03405	WP_003155758.1	purS	phosphoribosylformylglycinamidine synthase subunit PurS
gene-ACSAL1_RS03410	WP_014417103.1	purQ	phosphoribosylformylglycinamidine synthase subunit PurQ
gene-ACSAL1_RS03415	WP_209387962.1	purL	phosphoribosylformylglycinamidine synthase subunit PurL
gene-ACSAL1_RS03420	WP_209387963.1	purF	amidophosphoribosyltransferase
gene-ACSAL1_RS03425	WP_007609857.1	purM	phosphoribosylformylglycinamidine cyclo-ligase
gene-ACSAL1_RS03430	WP_007408902.1	purN	phosphoribosylglycinamide formyltransferase
gene-ACSAL1_RS03435	WP_209387964.1	purH	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
