gene_id	protein_id	gene_symbol	product
gene-ACZ0AN_RS01885	WP_023857805.1		cytochrome c biogenesis CcdA family protein
gene-ACZ0AN_RS01890	WP_035337290.1		hypothetical protein
gene-ACZ0AN_RS01895	WP_023857806.1		nitrate/nitrite transporter
gene-ACZ0AN_RS01900	WP_048350469.1		L-lactate dehydrogenase
gene-ACZ0AN_RS01905	WP_023857807.1		L-lactate permease
gene-ACZ0AN_RS01910	WP_023855684.1		LysE family translocator
gene-ACZ0AN_RS01915	WP_023855683.1		amino acid permease
gene-ACZ0AN_RS01920	WP_079289465.1	nadE	ammonia-dependent NAD(+) synthetase
gene-ACZ0AN_RS01925	WP_079289466.1		shikimate kinase
gene-ACZ0AN_RS01930	WP_095292835.1		nucleotidyltransferase domain-containing protein
gene-ACZ0AN_RS01935	WP_173401204.1		proline dehydrogenase family protein
gene-ACZ0AN_RS01940	WP_023855681.1	pruA	L-glutamate gamma-semialdehyde dehydrogenase
gene-ACZ0AN_RS01945	WP_145608025.1	putP	sodium/proline symporter PutP
gene-ACZ0AN_RS01950	WP_023855679.1		PucR family transcriptional regulator
gene-ACZ0AN_RS01955	WP_245117801.1		TIGR03943 family putative permease subunit
gene-ACZ0AN_RS01960	WP_049937190.1		permease
gene-ACZ0AN_RS01965	WP_023855676.1		acetylxylan esterase
gene-ACZ0AN_RS01970	WP_025810789.1		MarR family winged helix-turn-helix transcriptional regulator
gene-ACZ0AN_RS01975	WP_020450088.1		DUF3147 family protein
gene-ACZ0AN_RS01980	WP_229105605.1		hypothetical protein
gene-ACZ0AN_RS01985	WP_095292845.1		amino acid ABC transporter permease
gene-ACZ0AN_RS01990	WP_059230708.1		transporter substrate-binding domain-containing protein
gene-ACZ0AN_RS01995	WP_095292847.1		NAD(P)H-dependent oxidoreductase
gene-ACZ0AN_RS02000	WP_020450093.1		AAA family ATPase
gene-ACZ0AN_RS02005	WP_095292849.1		glycoside hydrolase family 1 protein
gene-ACZ0AN_RS02010	WP_059230704.1		competence protein ComJ
gene-ACZ0AN_RS02015	WP_020450096.1		NucA/NucB deoxyribonuclease domain-containing protein
gene-ACZ0AN_RS02020	WP_023855671.1		hypothetical protein
gene-ACZ0AN_RS02025	WP_095292852.1		serine/threonine protein kinase
gene-ACZ0AN_RS02030	WP_095292855.1		ribonuclease YeeF family protein
gene-ACZ0AN_RS02035	WP_095292858.1		hydantoinase/oxoprolinase family protein
gene-ACZ0AN_RS02040	WP_283931553.1		hydantoinase B/oxoprolinase family protein
gene-ACZ0AN_RS02045	WP_095292862.1		ABC transporter substrate-binding protein
gene-ACZ0AN_RS02050	WP_026580514.1		ABC transporter ATP-binding protein
gene-ACZ0AN_RS02055	WP_025810784.1		ABC transporter permease
gene-ACZ0AN_RS02060	WP_095292869.1		ABC transporter permease
gene-ACZ0AN_RS02065	WP_463315618.1	licA	lichenysin non-ribosomal peptide synthetase LicA
gene-ACZ0AN_RS02070	WP_463315619.1	licB	lichenysin non-ribosomal peptide synthetase LicB
gene-ACZ0AN_RS02075	WP_105980695.1	licC	lichenysin non-ribosomal peptide synthetase LicC
gene-ACZ0AN_RS02080	WP_035337259.1	licTE	lichenysin biosynthesis thioesterase LicTE
gene-ACZ0AN_RS02085	WP_020450109.1		DMT family transporter
gene-ACZ0AN_RS02090	WP_020450110.1		aminotransferase-like domain-containing protein
gene-ACZ0AN_RS02095	WP_463315706.1		4'-phosphopantetheinyl transferase family protein
gene-ACZ0AN_RS02100	WP_020450112.1		alpha/beta hydrolase
gene-ACZ0AN_RS02105	WP_059231297.1		AraC family transcriptional regulator
gene-ACZ0AN_RS02110	WP_020450114.1		YczE/YyaS/YitT family protein
gene-ACZ0AN_RS02115	WP_020450116.1		hypothetical protein
gene-ACZ0AN_RS02120	WP_236808639.1		hypothetical protein
gene-ACZ0AN_RS02125	WP_020450118.1		pyridoxal phosphate-dependent decarboxylase family protein
gene-ACZ0AN_RS02130	WP_020450119.1		methyl-accepting chemotaxis protein
gene-ACZ0AN_RS02135	WP_003178866.1		amino acid ABC transporter ATP-binding protein
gene-ACZ0AN_RS02140	WP_020450121.1		amino acid ABC transporter permease
gene-ACZ0AN_RS02145	WP_463315620.1	tcyA	cystine ABC transporter substrate-binding lipoprotein TcyA
gene-ACZ0AN_RS02150	WP_023855659.1		sigma-54 interaction domain-containing protein
gene-ACZ0AN_RS02155	WP_463315621.1		ornithine--oxo-acid transaminase
gene-ACZ0AN_RS02160	WP_463315707.1		amino acid permease
gene-ACZ0AN_RS02165	WP_020450126.1	rocF	arginase
gene-ACZ0AN_RS02170	WP_025809510.1		LysR family transcriptional regulator
gene-ACZ0AN_RS02175	WP_020450128.1		non-oxidative hydroxyarylic acid decarboxylases subunit B
gene-ACZ0AN_RS02180	WP_023855656.1		non-oxidative hydroxyarylic acid decarboxylases subunit C
gene-ACZ0AN_RS02185	WP_020450130.1		non-oxidative hydroxyarylic acid decarboxylases subunit D
gene-ACZ0AN_RS02190	WP_020450131.1		PNPOx family protein
gene-ACZ0AN_RS02195	WP_020450132.1		hypothetical protein
gene-ACZ0AN_RS02200	WP_228119604.1		hypothetical protein
gene-ACZ0AN_RS02205	WP_079289428.1		hypothetical protein
gene-ACZ0AN_RS02210	WP_145930094.1		hypothetical protein
gene-ACZ0AN_RS02215	WP_035400541.1		DUF4176 domain-containing protein
gene-ACZ0AN_RS02220	WP_026580529.1		hypothetical protein
gene-ACZ0AN_RS02225	WP_261380490.1		ribonuclease YeeF family protein
gene-ACZ0AN_RS02230	WP_020450144.1		YwqI/YxiC family protein
gene-ACZ0AN_RS02235	WP_145654098.1		YwqH-like family protein
gene-ACZ0AN_RS02240	WP_145654099.1		substrate-binding domain-containing protein
gene-ACZ0AN_RS02245	WP_463315708.1		cache domain-containing sensor histidine kinase
gene-ACZ0AN_RS02250	WP_020450147.1		response regulator transcription factor
gene-ACZ0AN_RS02255	WP_025809534.1	chvE	multiple monosaccharide ABC transporter substrate-binding protein
gene-ACZ0AN_RS02260	WP_079289541.1	mmsA	multiple monosaccharide ABC transporter ATP-binding protein
gene-ACZ0AN_RS02265	WP_020450150.1	mmsB	multiple monosaccharide ABC transporter permease
gene-ACZ0AN_RS02270	WP_026580532.1		MFS transporter
gene-ACZ0AN_RS02275	WP_075213073.1		bifunctional helix-turn-helix transcriptional regulator/GNAT family N-acetyltransferase
gene-ACZ0AN_RS02280	WP_020450153.1		beta-galactosidase
gene-ACZ0AN_RS02285	WP_165389270.1		hypothetical protein
gene-ACZ0AN_RS02290	WP_463315622.1		phytase
gene-ACZ0AN_RS02295	WP_095292472.1		GyrI-like domain-containing protein
gene-ACZ0AN_RS02300	WP_020450157.1		peptide MFS transporter
gene-ACZ0AN_RS02305	WP_463315709.1		right-handed parallel beta-helix repeat-containing protein
gene-ACZ0AN_RS02310	WP_026580535.1		hypothetical protein
gene-ACZ0AN_RS02315	WP_463315710.1		spore germination protein
gene-ACZ0AN_RS02320	WP_095292480.1		Ger(x)C family spore germination protein
gene-ACZ0AN_RS02325	WP_079289406.1		GerAB/ArcD/ProY family transporter
gene-ACZ0AN_RS02330	WP_020450163.1		MerR family transcriptional regulator
gene-ACZ0AN_RS02335	WP_026580540.1		ABC transporter ATP-binding protein
gene-ACZ0AN_RS02340	WP_023855632.1		ABC transporter permease
gene-ACZ0AN_RS02345	WP_026580542.1		response regulator transcription factor
gene-ACZ0AN_RS02350	WP_463315623.1		ATP-binding protein
gene-ACZ0AN_RS02355	WP_371268753.1		methyl-accepting chemotaxis protein
gene-ACZ0AN_RS02360			MCP four helix bundle domain-containing protein
gene-ACZ0AN_RS02365	WP_026580545.1		aspartate kinase
gene-ACZ0AN_RS02370	WP_026580546.1		ABC transporter permease
gene-ACZ0AN_RS02375	WP_020450171.1		iron chelate uptake ABC transporter family permease subunit
gene-ACZ0AN_RS02380	WP_025810135.1		iron ABC transporter ATP-binding protein
gene-ACZ0AN_RS02385	WP_023855630.1		siderophore ABC transporter substrate-binding protein
gene-ACZ0AN_RS02390	WP_026580547.1		MDR family MFS transporter
gene-ACZ0AN_RS02395	WP_020450175.1		TetR/AcrR family transcriptional regulator
gene-ACZ0AN_RS02400	WP_026580549.1		isocitrate lyase/PEP mutase family protein
gene-ACZ0AN_RS02405	WP_059231859.1		NADPH-dependent oxidoreductase
gene-ACZ0AN_RS02410	WP_020450178.1		putative quinol monooxygenase
gene-ACZ0AN_RS02415	WP_026580551.1		ArsR/SmtB family transcription factor
gene-ACZ0AN_RS02420	WP_026580552.1	gabR	MocR-like transcriptional regulator GabR
gene-ACZ0AN_RS02425	WP_146873720.1	gabT	4-aminobutyrate--2-oxoglutarate transaminase
gene-ACZ0AN_RS02430	WP_043054059.1		APC family permease
gene-ACZ0AN_RS02435	WP_079289571.1	gabD	succinate-semialdehyde dehydrogenase
gene-ACZ0AN_RS02440	WP_026580556.1		DMT family transporter
gene-ACZ0AN_RS02445	WP_059231867.1		hypothetical protein
gene-ACZ0AN_RS02450	WP_026580558.1		YcnI family copper-binding membrane protein
gene-ACZ0AN_RS02455	WP_079289584.1		copper resistance protein CopC
gene-ACZ0AN_RS02460	WP_023857925.1		DeoR family transcriptional regulator
gene-ACZ0AN_RS02465	WP_463315624.1	nirB	nitrite reductase large subunit NirB
gene-ACZ0AN_RS02470	WP_079289311.1	nasC	assimilatory nitrate reductase catalytic subunit NasC
gene-ACZ0AN_RS02475	WP_023857922.1	nirB	nitrite reductase large subunit NirB
gene-ACZ0AN_RS02480	WP_020450192.1	nirD	nitrite reductase small subunit NirD
gene-ACZ0AN_RS02485	WP_023857921.1	cobA	uroporphyrinogen-III C-methyltransferase
gene-ACZ0AN_RS02490	WP_023857920.1		GntR family transcriptional regulator
gene-ACZ0AN_RS02495	WP_023857919.1		SLC13 family permease
gene-ACZ0AN_RS02500	WP_023857918.1		3-hydroxyacyl-ACP dehydratase FabZ family protein
gene-ACZ0AN_RS02505	WP_023857917.1	tsaA	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO
gene-ACZ0AN_RS02510	WP_463315625.1		BglG family transcription antiterminator
gene-ACZ0AN_RS02515	WP_003179002.1		PTS sugar transporter subunit IIB
gene-ACZ0AN_RS02520	WP_463315626.1		PTS ascorbate transporter subunit IIC
gene-ACZ0AN_RS02525	WP_025810111.1		transketolase
gene-ACZ0AN_RS02530	WP_025810109.1		transketolase family protein
gene-ACZ0AN_RS02535	WP_463315627.1		Cof-type HAD-IIB family hydrolase
gene-ACZ0AN_RS02540	WP_023857912.1	pxpA	5-oxoprolinase subunit PxpA
gene-ACZ0AN_RS02545	WP_101561607.1		NRAMP family divalent metal transporter
gene-ACZ0AN_RS02550	WP_257419528.1		putative hydro-lyase
gene-ACZ0AN_RS02555	WP_020450206.1	pxpB	5-oxoprolinase subunit PxpB
gene-ACZ0AN_RS02560	WP_020450207.1		5-oxoprolinase subunit C family protein
gene-ACZ0AN_RS02565	WP_020450208.1		IclR family transcriptional regulator
gene-ACZ0AN_RS02570	WP_020450209.1		GDSL-type esterase/lipase family protein
gene-ACZ0AN_RS02575	WP_095292536.1		PTS mannitol transporter subunit IICB
gene-ACZ0AN_RS02580	WP_105980724.1		PTS sugar transporter subunit IIA
gene-ACZ0AN_RS02585	WP_039073224.1		mannitol-1-phosphate 5-dehydrogenase
gene-ACZ0AN_RS02590	WP_039073225.1		BglG family transcription antiterminator
gene-ACZ0AN_RS02595	WP_023857901.1		SDR family oxidoreductase
gene-ACZ0AN_RS02600	WP_020450216.1		D-lyxose/D-mannose family sugar isomerase
gene-ACZ0AN_RS02605	WP_195201978.1		DUF2283 domain-containing protein
gene-ACZ0AN_RS02610	WP_463315628.1		pyridoxamine 5'-phosphate oxidase family protein
gene-ACZ0AN_RS02615	WP_023857898.1		lipid II flippase Amj family protein
gene-ACZ0AN_RS02620	WP_023857897.1		LCP family protein
gene-ACZ0AN_RS02625	WP_020450222.1		DUF3817 domain-containing protein
gene-ACZ0AN_RS02630	WP_020450223.1		carboxymuconolactone decarboxylase family protein
gene-ACZ0AN_RS02635	WP_043926750.1		Lrp/AsnC family transcriptional regulator
gene-ACZ0AN_RS02640	WP_023857894.1		DNA topoisomerase III
gene-ACZ0AN_RS02645	WP_039073231.1		prephenate dehydrogenase dimerization domain-containing protein
gene-ACZ0AN_RS02650	WP_198941267.1	pabB	aminodeoxychorismate synthase component I
gene-ACZ0AN_RS02655	WP_025810086.1		chorismate mutase family protein
gene-ACZ0AN_RS02660	WP_020450230.1		pyruvate oxidase
gene-ACZ0AN_RS02665			lytic polysaccharide monooxygenase auxiliary activity family 9 protein
gene-ACZ0AN_RS02670	WP_020450232.1		hypothetical protein
gene-ACZ0AN_RS02675	WP_463315629.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS02680	WP_146874100.1		Nramp family divalent metal transporter
gene-ACZ0AN_RS02685	WP_105979276.1		GlsB/YeaQ/YmgE family stress response membrane protein
gene-ACZ0AN_RS02690	WP_020450236.1	aspA	aspartate ammonia-lyase
gene-ACZ0AN_RS02695	WP_261794644.1		macrolide family glycosyltransferase
gene-ACZ0AN_RS02700	WP_020450238.1		DUF2188 domain-containing protein
gene-ACZ0AN_RS02705	WP_103750286.1		EcsC family protein
gene-ACZ0AN_RS02710	WP_396278994.1		Na+/H+ antiporter NhaC family protein
gene-ACZ0AN_RS02715			cupin domain-containing protein
gene-ACZ0AN_RS02720			YdbC family protein
gene-ACZ0AN_RS02725	WP_023857883.1	gsiB	glucose starvation-inducible protein GsiB
gene-ACZ0AN_RS02730	WP_023857882.1		AI-2E family transporter
gene-ACZ0AN_RS02735	WP_023857881.1		dicarboxylate/amino acid:cation symporter
gene-ACZ0AN_RS02740	WP_026580582.1		ABC transporter ATP-binding protein
gene-ACZ0AN_RS02745	WP_023857879.1		ABC transporter permease
gene-ACZ0AN_RS02750	WP_023857878.1		hypothetical protein
gene-ACZ0AN_RS02755	WP_026580583.1		acyl-CoA dehydrogenase family protein
gene-ACZ0AN_RS02760	WP_023857876.1	fbpB	Fur-regulated basic protein FbpB
gene-ACZ0AN_RS02765	WP_023857875.1	fbpA	Fur-regulated basic protein FbpA
gene-ACZ0AN_RS02770	WP_003179104.1		thioredoxin family protein
gene-ACZ0AN_RS02775	WP_023857873.1		D-alanine--D-alanine ligase
gene-ACZ0AN_RS02780	WP_025810070.1		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
gene-ACZ0AN_RS02785	WP_023857871.1		alpha/beta hydrolase
gene-ACZ0AN_RS02790	WP_023857870.1	cshA	degradosome RNA helicase CshA
gene-ACZ0AN_RS02795	WP_035337159.1		PH domain-containing protein
gene-ACZ0AN_RS02800	WP_103750290.1		PH domain-containing protein
gene-ACZ0AN_RS02805	WP_023857867.1		rhomboid family intramembrane serine protease
gene-ACZ0AN_RS02810	WP_164468292.1		LolA family protein
gene-ACZ0AN_RS02815	WP_186442187.1	alr	alanine racemase
gene-ACZ0AN_RS02820	WP_006638778.1		CopG family ribbon-helix-helix protein
gene-ACZ0AN_RS02825	WP_003179128.1	ndoA	type II toxin-antitoxin system endoribonuclease NdoA
gene-ACZ0AN_RS02830	WP_023857863.1		RsbT co-antagonist protein RsbRA
gene-ACZ0AN_RS02835	WP_031305225.1		STAS domain-containing protein
gene-ACZ0AN_RS02840	WP_023857861.1		anti-sigma regulatory factor
gene-ACZ0AN_RS02845	WP_020450261.1		PP2C family protein-serine/threonine phosphatase
gene-ACZ0AN_RS02850	WP_020450262.1		anti-sigma factor antagonist
gene-ACZ0AN_RS02855	WP_020450263.1	rsbW	anti-sigma B factor RsbW
gene-ACZ0AN_RS02860	WP_023857858.1	sigB	RNA polymerase sigma factor SigB
gene-ACZ0AN_RS02865	WP_023857857.1		PP2C family serine/threonine-protein phosphatase
gene-ACZ0AN_RS02870	WP_103750292.1		Tex family protein
gene-ACZ0AN_RS02875	WP_020450267.1		TetR/AcrR family transcriptional regulator
gene-ACZ0AN_RS02880	WP_035337151.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS02885	WP_103750293.1		MMPL family transporter
gene-ACZ0AN_RS02890	WP_023857852.1	cmpA	cortex morphogenetic protein CmpA
gene-ACZ0AN_RS02895	WP_103750294.1		SprT family protein
gene-ACZ0AN_RS02935			tyrosine-type recombinase/integrase
gene-ACZ0AN_RS02940	WP_328038370.1		hypothetical protein
gene-ACZ0AN_RS02945	WP_025810055.1		DUF3986 family protein
gene-ACZ0AN_RS02950	WP_023857847.1		hypothetical protein
gene-ACZ0AN_RS02955			ATP-dependent DNA ligase
gene-ACZ0AN_RS02960	WP_145654112.1		glycoside hydrolase family 11 protein
gene-ACZ0AN_RS02965	WP_025810052.1	desA	Delta(5) desaturase DesA
gene-ACZ0AN_RS02970	WP_003179166.1	cspC	cold shock protein CspC
gene-ACZ0AN_RS02975	WP_463315630.1		zinc-dependent alcohol dehydrogenase family protein
gene-ACZ0AN_RS02980	WP_020450280.1		hypothetical protein
gene-ACZ0AN_RS02985	WP_020450281.1		hypothetical protein
gene-ACZ0AN_RS02990	WP_020450282.1		hypothetical protein
gene-ACZ0AN_RS02995	WP_103750318.1		YczE/YyaS/YitT family protein
gene-ACZ0AN_RS03000	WP_023857834.1		MarR family winged helix-turn-helix transcriptional regulator
gene-ACZ0AN_RS03005	WP_463315631.1	paiA	GNAT family N-acetyltransferase
gene-ACZ0AN_RS03010	WP_101561566.1		FMN-binding negative transcriptional regulator
gene-ACZ0AN_RS03015	WP_463315632.1		arginase family protein
gene-ACZ0AN_RS03020	WP_020450289.1		winged helix-turn-helix transcriptional regulator
gene-ACZ0AN_RS03025	WP_025810048.1		YitT family protein
gene-ACZ0AN_RS03030	WP_023857829.1		Gfo/Idh/MocA family protein
gene-ACZ0AN_RS03035			LysR family transcriptional regulator
gene-ACZ0AN_RS03040			ISL3 family transposase
gene-ACZ0AN_RS03045	WP_020450297.1		RBBP9/YdeN family alpha/beta hydrolase
gene-ACZ0AN_RS03050	WP_023857826.1		winged helix-turn-helix transcriptional regulator
gene-ACZ0AN_RS03055	WP_020450300.1		MFS transporter
gene-ACZ0AN_RS03060	WP_096747895.1		cyclase family protein
gene-ACZ0AN_RS03065			amino acid permease
gene-ACZ0AN_RS03070	WP_020450305.1		DUF2306 domain-containing protein
gene-ACZ0AN_RS03075	WP_020450306.1		putative zinc-binding protein
gene-ACZ0AN_RS03080	WP_049937921.1		alpha/beta fold hydrolase
gene-ACZ0AN_RS03085	WP_020450308.1		CD3324 family protein
gene-ACZ0AN_RS03090	WP_020450310.1		RNA polymerase sigma factor
gene-ACZ0AN_RS03095	WP_463315633.1	rsiV	anti-sigma-V factor RsiV
gene-ACZ0AN_RS03100	WP_026580608.1		acyltransferase family protein
gene-ACZ0AN_RS03105	WP_463315634.1		NUDIX hydrolase
gene-ACZ0AN_RS03110	WP_023857816.1		Bcr/CflA family efflux MFS transporter
gene-ACZ0AN_RS03115	WP_048349932.1		iron-containing alcohol dehydrogenase
gene-ACZ0AN_RS03120	WP_306453692.1		sensor histidine kinase
gene-ACZ0AN_RS03125			sensor histidine kinase
gene-ACZ0AN_RS03130	WP_023857813.1		response regulator
gene-ACZ0AN_RS03135	WP_095292678.1		SpaA isopeptide-forming pilin-related protein
gene-ACZ0AN_RS03140	WP_020450319.1		class A sortase
gene-ACZ0AN_RS03145	WP_023857810.1		sugar porter family MFS transporter
gene-ACZ0AN_RS03185	WP_020450322.1	thiL	thiamine-phosphate kinase
gene-ACZ0AN_RS03190	WP_020450323.1	tsaE	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
gene-ACZ0AN_RS03195	WP_023855531.1	tsaB	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
gene-ACZ0AN_RS03200	WP_023855532.1	rimI	ribosomal protein S18-alanine N-acetyltransferase
gene-ACZ0AN_RS03205	WP_079289361.1	tsaD	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
gene-ACZ0AN_RS03210	WP_103750432.1		ABC transporter ATP-binding protein
gene-ACZ0AN_RS03215	WP_026578974.1	moaC	cyclic pyranopterin monophosphate synthase MoaC
gene-ACZ0AN_RS03220	WP_020450329.1		redox-sensing transcriptional repressor Rex
gene-ACZ0AN_RS03225	WP_020450330.1		twin-arginine translocase TatA/TatE family subunit
gene-ACZ0AN_RS03230	WP_095293002.1	tatC	twin-arginine translocase subunit TatC
gene-ACZ0AN_RS03235	WP_023855536.1		YdiK family protein
gene-ACZ0AN_RS03240	WP_026578972.1		CPBP family intramembrane glutamic endopeptidase
gene-ACZ0AN_RS03245	WP_003179248.1	groES	co-chaperone GroES
gene-ACZ0AN_RS03250	WP_020450334.1	groL	chaperonin GroEL
gene-ACZ0AN_RS03255	WP_254636399.1		tyrosine-type recombinase/integrase
gene-ACZ0AN_RS03260	WP_095293001.1		hypothetical protein
gene-ACZ0AN_RS03265	WP_257007306.1		antibiotic biosynthesis monooxygenase family protein
gene-ACZ0AN_RS03270			LysR family transcriptional regulator
gene-ACZ0AN_RS03275			HNH/ENDO VII family nuclease
gene-ACZ0AN_RS03280	WP_103750431.1		SMI1/KNR4 family protein
gene-ACZ0AN_RS03285	WP_020450369.1		VanW family protein
gene-ACZ0AN_RS03290	WP_020450370.1		YfmQ family protein
gene-ACZ0AN_RS03295	WP_025811980.1		hypothetical protein
gene-ACZ0AN_RS03300	WP_065643578.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS03305	WP_020450372.1		SOS response-associated peptidase
gene-ACZ0AN_RS03310	WP_020450373.1		hypothetical protein
gene-ACZ0AN_RS03315	WP_020450374.1		TetR/AcrR family transcriptional regulator
gene-ACZ0AN_RS03320	WP_245118154.1	ppsA	phosphoenolpyruvate synthase
gene-ACZ0AN_RS03325	WP_020450376.1		hypothetical protein
gene-ACZ0AN_RS03330	WP_023855544.1		DUF488 domain-containing protein
gene-ACZ0AN_RS03335	WP_145645278.1		SDR family oxidoreductase
gene-ACZ0AN_RS03340	WP_039073313.1		carboxylesterase/lipase family protein
gene-ACZ0AN_RS03345	WP_039073321.1		MFS transporter
gene-ACZ0AN_RS03350	WP_128823493.1		PspA/IM30 family protein
gene-ACZ0AN_RS03355	WP_026578964.1		TFIIB-type zinc ribbon-containing protein
gene-ACZ0AN_RS03360	WP_145645282.1		TPM domain-containing protein
gene-ACZ0AN_RS03365	WP_039073309.1		SPFH domain-containing protein
gene-ACZ0AN_RS03370	WP_026578962.1		LLM class flavin-dependent oxidoreductase
gene-ACZ0AN_RS03375	WP_020450386.1		TrmB family transcriptional regulator
gene-ACZ0AN_RS03380	WP_020450387.1		homoserine/threonine efflux transporter
gene-ACZ0AN_RS03385	WP_020450388.1		helix-turn-helix domain-containing protein
gene-ACZ0AN_RS03390	WP_020450389.1	rodA	rod shape-determining protein RodA
gene-ACZ0AN_RS03395	WP_463315635.1	ftsW	putative lipid II flippase FtsW
gene-ACZ0AN_RS03400	WP_376711840.1		putative holin-like toxin
gene-ACZ0AN_RS03405	WP_023855557.1		VOC family protein
gene-ACZ0AN_RS03410	WP_101561713.1		helix-turn-helix transcriptional regulator
gene-ACZ0AN_RS03415	WP_309539764.1		DUF3298 and DUF4163 domain-containing protein
gene-ACZ0AN_RS03420	WP_039073307.1		polysaccharide deacetylase family protein
gene-ACZ0AN_RS03425	WP_025811956.1	amyS	alpha-amylase
gene-ACZ0AN_RS03430	WP_025810299.1		LacI family DNA-binding transcriptional regulator
